"Gender","Heart_Attack","age_group","bp_group","bmi_group","cholesterol_group","Confirmed Heart Attack Count","% of Heart Attack in Group","% of Total Population"
"Male","No","Adolescent","Elevated","Underweight","Very High","0","0.00","0.00"
"Male","No","Adolescent","Healthy","Normal","At-Risk","0","0.00","0.27"
"Male","No","Adolescent","Healthy","Normal","Dangerous","0","0.00","0.14"
"Male","No","Adolescent","Healthy","Normal","Heart-Healthy","0","0.00","0.45"
"Male","No","Adolescent","Healthy","Normal","Very High","0","0.00","0.04"
"Male","No","Adolescent","Healthy","Obese Class 1","At-Risk","0","0.00","0.03"
"Male","No","Adolescent","Healthy","Obese Class 1","Dangerous","0","0.00","0.01"
"Male","No","Adolescent","Healthy","Obese Class 1","Heart-Healthy","0","0.00","0.05"
"Male","No","Adolescent","Healthy","Obese Class 1","Very High","0","0.00","0.01"
"Male","No","Adolescent","Healthy","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Adolescent","Healthy","Obese Class 2","Dangerous","0","0.00","0.00"
"Male","No","Adolescent","Healthy","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Male","No","Adolescent","Healthy","Obese Class 3","At-Risk","0","0.00","0.01"
"Male","No","Adolescent","Healthy","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Adolescent","Healthy","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Male","No","Adolescent","Healthy","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Adolescent","Healthy","Overweight","At-Risk","0","0.00","0.16"
"Male","No","Adolescent","Healthy","Overweight","Dangerous","0","0.00","0.09"
"Male","No","Adolescent","Healthy","Overweight","Heart-Healthy","0","0.00","0.30"
"Male","No","Adolescent","Healthy","Overweight","Very High","0","0.00","0.04"
"Male","No","Adolescent","Healthy","Underweight","At-Risk","0","0.00","0.04"
"Male","No","Adolescent","Healthy","Underweight","Dangerous","0","0.00","0.02"
"Male","No","Adolescent","Healthy","Underweight","Heart-Healthy","0","0.00","0.08"
"Male","No","Adolescent","Healthy","Underweight","Very High","0","0.00","0.01"
"Male","No","Adolescent","Hypertensive Crisis","Normal","At-Risk","0","0.00","0.02"
"Male","No","Adolescent","Hypertensive Crisis","Normal","Dangerous","0","0.00","0.01"
"Male","No","Adolescent","Hypertensive Crisis","Normal","Heart-Healthy","0","0.00","0.03"
"Male","No","Adolescent","Hypertensive Crisis","Normal","Very High","0","0.00","0.00"
"Male","No","Adolescent","Hypertensive Crisis","Obese Class 1","At-Risk","0","0.00","0.00"
"Male","No","Adolescent","Hypertensive Crisis","Obese Class 1","Dangerous","0","0.00","0.00"
"Male","No","Adolescent","Hypertensive Crisis","Obese Class 1","Heart-Healthy","0","0.00","0.00"
"Male","No","Adolescent","Hypertensive Crisis","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Male","No","Adolescent","Hypertensive Crisis","Overweight","At-Risk","0","0.00","0.01"
"Male","No","Adolescent","Hypertensive Crisis","Overweight","Dangerous","0","0.00","0.01"
"Male","No","Adolescent","Hypertensive Crisis","Overweight","Heart-Healthy","0","0.00","0.02"
"Male","No","Adolescent","Hypertensive Crisis","Overweight","Very High","0","0.00","0.00"
"Male","No","Adolescent","Hypertensive Crisis","Underweight","At-Risk","0","0.00","0.00"
"Male","No","Adolescent","Hypertensive Crisis","Underweight","Dangerous","0","0.00","0.00"
"Male","No","Adolescent","Hypertensive Crisis","Underweight","Heart-Healthy","0","0.00","0.00"
"Male","No","Adolescent","Hypertensive Crisis","Underweight","Very High","0","0.00","0.00"
"Male","No","Adolescent","Stage 1 Hypertension","Normal","At-Risk","0","0.00","0.08"
"Male","No","Adolescent","Stage 1 Hypertension","Normal","Dangerous","0","0.00","0.05"
"Male","No","Adolescent","Stage 1 Hypertension","Normal","Heart-Healthy","0","0.00","0.13"
"Male","No","Adolescent","Stage 1 Hypertension","Normal","Very High","0","0.00","0.02"
"Male","No","Adolescent","Stage 1 Hypertension","Obese Class 1","At-Risk","0","0.00","0.01"
"Male","No","Adolescent","Stage 1 Hypertension","Obese Class 1","Dangerous","0","0.00","0.01"
"Male","No","Adolescent","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.01"
"Male","No","Adolescent","Stage 1 Hypertension","Obese Class 1","Very High","0","0.00","0.00"
"Male","No","Adolescent","Stage 1 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Adolescent","Stage 1 Hypertension","Obese Class 2","Dangerous","0","0.00","0.00"
"Male","No","Adolescent","Stage 1 Hypertension","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Male","No","Adolescent","Stage 1 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Male","No","Adolescent","Stage 1 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Adolescent","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Male","No","Adolescent","Stage 1 Hypertension","Overweight","At-Risk","0","0.00","0.06"
"Male","No","Adolescent","Stage 1 Hypertension","Overweight","Dangerous","0","0.00","0.03"
"Male","No","Adolescent","Stage 1 Hypertension","Overweight","Heart-Healthy","0","0.00","0.10"
"Male","No","Adolescent","Stage 1 Hypertension","Overweight","Very High","0","0.00","0.01"
"Male","No","Adolescent","Stage 1 Hypertension","Underweight","At-Risk","0","0.00","0.01"
"Male","No","Adolescent","Stage 1 Hypertension","Underweight","Dangerous","0","0.00","0.01"
"Male","No","Adolescent","Stage 1 Hypertension","Underweight","Heart-Healthy","0","0.00","0.02"
"Male","No","Adolescent","Stage 1 Hypertension","Underweight","Very High","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Normal","At-Risk","0","0.00","0.05"
"Male","No","Adolescent","Stage 2 Hypertension","Normal","Dangerous","0","0.00","0.02"
"Male","No","Adolescent","Stage 2 Hypertension","Normal","Heart-Healthy","0","0.00","0.09"
"Male","No","Adolescent","Stage 2 Hypertension","Normal","Very High","0","0.00","0.01"
"Male","No","Adolescent","Stage 2 Hypertension","Obese Class 1","At-Risk","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Obese Class 1","Dangerous","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.01"
"Male","No","Adolescent","Stage 2 Hypertension","Obese Class 1","Very High","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Obese Class 2","Dangerous","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Overweight","At-Risk","0","0.00","0.03"
"Male","No","Adolescent","Stage 2 Hypertension","Overweight","Dangerous","0","0.00","0.02"
"Male","No","Adolescent","Stage 2 Hypertension","Overweight","Heart-Healthy","0","0.00","0.05"
"Male","No","Adolescent","Stage 2 Hypertension","Overweight","Very High","0","0.00","0.01"
"Male","No","Adolescent","Stage 2 Hypertension","Underweight","At-Risk","0","0.00","0.01"
"Male","No","Adolescent","Stage 2 Hypertension","Underweight","Dangerous","0","0.00","0.00"
"Male","No","Adolescent","Stage 2 Hypertension","Underweight","Heart-Healthy","0","0.00","0.01"
"Male","No","Adolescent","Stage 2 Hypertension","Underweight","Very High","0","0.00","0.00"
"Male","No","Adult","Elevated","Normal","At-Risk","0","0.00","0.58"
"Male","No","Adult","Elevated","Normal","Dangerous","0","0.00","0.31"
"Male","No","Adult","Elevated","Normal","Heart-Healthy","0","0.00","1.01"
"Male","No","Adult","Elevated","Normal","Very High","0","0.00","0.13"
"Male","No","Adult","Elevated","Obese Class 1","At-Risk","0","0.00","0.07"
"Male","No","Adult","Elevated","Obese Class 1","Dangerous","0","0.00","0.04"
"Male","No","Adult","Elevated","Obese Class 1","Heart-Healthy","0","0.00","0.14"
"Male","No","Adult","Elevated","Obese Class 1","Very High","0","0.00","0.01"
"Male","No","Adult","Elevated","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Adult","Elevated","Obese Class 2","Dangerous","0","0.00","0.00"
"Male","No","Adult","Elevated","Obese Class 2","Heart-Healthy","0","0.00","0.01"
"Male","No","Adult","Elevated","Obese Class 2","Very High","0","0.00","0.00"
"Male","No","Adult","Elevated","Obese Class 3","At-Risk","0","0.00","0.02"
"Male","No","Adult","Elevated","Obese Class 3","Dangerous","0","0.00","0.01"
"Male","No","Adult","Elevated","Obese Class 3","Heart-Healthy","0","0.00","0.03"
"Male","No","Adult","Elevated","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Adult","Elevated","Overweight","At-Risk","0","0.00","0.35"
"Male","No","Adult","Elevated","Overweight","Dangerous","0","0.00","0.20"
"Male","No","Adult","Elevated","Overweight","Heart-Healthy","0","0.00","0.67"
"Male","No","Adult","Elevated","Overweight","Very High","0","0.00","0.09"
"Male","No","Adult","Elevated","Underweight","At-Risk","0","0.00","0.10"
"Male","No","Adult","Elevated","Underweight","Dangerous","0","0.00","0.05"
"Male","No","Adult","Elevated","Underweight","Heart-Healthy","0","0.00","0.16"
"Male","No","Adult","Elevated","Underweight","Very High","0","0.00","0.02"
"Male","No","Adult","Healthy","Normal","At-Risk","0","0.00","1.22"
"Male","No","Adult","Healthy","Normal","Dangerous","0","0.00","0.69"
"Male","No","Adult","Healthy","Normal","Heart-Healthy","0","0.00","2.22"
"Male","No","Adult","Healthy","Normal","Very High","0","0.00","0.28"
"Male","No","Adult","Healthy","Obese Class 1","At-Risk","0","0.00","0.16"
"Male","No","Adult","Healthy","Obese Class 1","Dangerous","0","0.00","0.09"
"Male","No","Adult","Healthy","Obese Class 1","Heart-Healthy","0","0.00","0.28"
"Male","No","Adult","Healthy","Obese Class 1","Very High","0","0.00","0.03"
"Male","No","Adult","Healthy","Obese Class 2","At-Risk","0","0.00","0.01"
"Male","No","Adult","Healthy","Obese Class 2","Dangerous","0","0.00","0.00"
"Male","No","Adult","Healthy","Obese Class 2","Heart-Healthy","0","0.00","0.01"
"Male","No","Adult","Healthy","Obese Class 2","Very High","0","0.00","0.00"
"Male","No","Adult","Healthy","Obese Class 3","At-Risk","0","0.00","0.03"
"Male","No","Adult","Healthy","Obese Class 3","Dangerous","0","0.00","0.02"
"Male","No","Adult","Healthy","Obese Class 3","Heart-Healthy","0","0.00","0.06"
"Male","No","Adult","Healthy","Obese Class 3","Very High","0","0.00","0.01"
"Male","No","Adult","Healthy","Overweight","At-Risk","0","0.00","0.82"
"Male","No","Adult","Healthy","Overweight","Dangerous","0","0.00","0.46"
"Male","No","Adult","Healthy","Overweight","Heart-Healthy","0","0.00","1.49"
"Male","No","Adult","Healthy","Overweight","Very High","0","0.00","0.17"
"Male","No","Adult","Healthy","Underweight","At-Risk","0","0.00","0.23"
"Male","No","Adult","Healthy","Underweight","Dangerous","0","0.00","0.12"
"Male","No","Adult","Healthy","Underweight","Heart-Healthy","0","0.00","0.36"
"Male","No","Adult","Healthy","Underweight","Very High","0","0.00","0.04"
"Male","No","Adult","Hypertensive Crisis","Normal","At-Risk","0","0.00","0.08"
"Male","No","Adult","Hypertensive Crisis","Normal","Dangerous","0","0.00","0.05"
"Male","No","Adult","Hypertensive Crisis","Normal","Heart-Healthy","0","0.00","0.16"
"Male","No","Adult","Hypertensive Crisis","Normal","Very High","0","0.00","0.02"
"Male","No","Adult","Hypertensive Crisis","Obese Class 1","At-Risk","0","0.00","0.01"
"Male","No","Adult","Hypertensive Crisis","Obese Class 1","Dangerous","0","0.00","0.01"
"Male","No","Adult","Hypertensive Crisis","Obese Class 1","Heart-Healthy","0","0.00","0.01"
"Male","No","Adult","Hypertensive Crisis","Obese Class 1","Very High","0","0.00","0.00"
"Male","No","Adult","Hypertensive Crisis","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Adult","Hypertensive Crisis","Obese Class 2","Dangerous","0","0.00","0.00"
"Male","No","Adult","Hypertensive Crisis","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Male","No","Adult","Hypertensive Crisis","Obese Class 3","At-Risk","0","0.00","0.00"
"Male","No","Adult","Hypertensive Crisis","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Adult","Hypertensive Crisis","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Male","No","Adult","Hypertensive Crisis","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Adult","Hypertensive Crisis","Overweight","At-Risk","0","0.00","0.06"
"Male","No","Adult","Hypertensive Crisis","Overweight","Dangerous","0","0.00","0.03"
"Male","No","Adult","Hypertensive Crisis","Overweight","Heart-Healthy","0","0.00","0.10"
"Male","No","Adult","Hypertensive Crisis","Overweight","Very High","0","0.00","0.01"
"Male","No","Adult","Hypertensive Crisis","Underweight","At-Risk","0","0.00","0.02"
"Male","No","Adult","Hypertensive Crisis","Underweight","Dangerous","0","0.00","0.01"
"Male","No","Adult","Hypertensive Crisis","Underweight","Heart-Healthy","0","0.00","0.02"
"Male","No","Adult","Hypertensive Crisis","Underweight","Very High","0","0.00","0.00"
"Male","No","Adult","Stage 1 Hypertension","Normal","At-Risk","0","0.00","0.37"
"Male","No","Adult","Stage 1 Hypertension","Normal","Dangerous","0","0.00","0.20"
"Male","No","Adult","Stage 1 Hypertension","Normal","Heart-Healthy","0","0.00","0.68"
"Male","No","Adult","Stage 1 Hypertension","Normal","Very High","0","0.00","0.08"
"Male","No","Adult","Stage 1 Hypertension","Obese Class 1","At-Risk","0","0.00","0.05"
"Male","No","Adult","Stage 1 Hypertension","Obese Class 1","Dangerous","0","0.00","0.03"
"Male","No","Adult","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.09"
"Male","No","Adult","Stage 1 Hypertension","Obese Class 1","Very High","0","0.00","0.01"
"Male","No","Adult","Stage 1 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Adult","Stage 1 Hypertension","Obese Class 2","Dangerous","0","0.00","0.00"
"Male","No","Adult","Stage 1 Hypertension","Obese Class 2","Heart-Healthy","0","0.00","0.01"
"Male","No","Adult","Stage 1 Hypertension","Obese Class 3","At-Risk","0","0.00","0.01"
"Male","No","Adult","Stage 1 Hypertension","Obese Class 3","Dangerous","0","0.00","0.01"
"Male","No","Adult","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Male","No","Adult","Stage 1 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Adult","Stage 1 Hypertension","Overweight","At-Risk","0","0.00","0.24"
"Male","No","Adult","Stage 1 Hypertension","Overweight","Dangerous","0","0.00","0.14"
"Male","No","Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","0","0.00","0.41"
"Male","No","Adult","Stage 1 Hypertension","Overweight","Very High","0","0.00","0.06"
"Male","No","Adult","Stage 1 Hypertension","Underweight","At-Risk","0","0.00","0.06"
"Male","No","Adult","Stage 1 Hypertension","Underweight","Dangerous","0","0.00","0.04"
"Male","No","Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","0","0.00","0.10"
"Male","No","Adult","Stage 1 Hypertension","Underweight","Very High","0","0.00","0.02"
"Male","No","Adult","Stage 2 Hypertension","Normal","At-Risk","0","0.00","0.23"
"Male","No","Adult","Stage 2 Hypertension","Normal","Dangerous","0","0.00","0.12"
"Male","No","Adult","Stage 2 Hypertension","Normal","Heart-Healthy","0","0.00","0.41"
"Male","No","Adult","Stage 2 Hypertension","Normal","Very High","0","0.00","0.05"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","0","0.00","0.02"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","0","0.00","0.02"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.05"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 1","Very High","0","0.00","0.01"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 2","Dangerous","0","0.00","0.00"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 2","Very High","0","0.00","0.00"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 3","At-Risk","0","0.00","0.01"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Male","No","Adult","Stage 2 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Adult","Stage 2 Hypertension","Overweight","At-Risk","0","0.00","0.15"
"Male","No","Adult","Stage 2 Hypertension","Overweight","Dangerous","0","0.00","0.09"
"Male","No","Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","0","0.00","0.27"
"Male","No","Adult","Stage 2 Hypertension","Overweight","Very High","0","0.00","0.04"
"Male","No","Adult","Stage 2 Hypertension","Underweight","At-Risk","0","0.00","0.04"
"Male","No","Adult","Stage 2 Hypertension","Underweight","Dangerous","0","0.00","0.02"
"Male","No","Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","0","0.00","0.07"
"Male","No","Adult","Stage 2 Hypertension","Underweight","Very High","0","0.00","0.01"
"Male","No","Middle Age Adult","Elevated","Normal","At-Risk","0","0.00","0.42"
